Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ENSG00000271253","Apoptosis-Inducing, TAF9-Like Domain 1, Pseudogene","Pseudogene","3","GC07P012685","8.08378505706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000271253"
"ENSG00000237653","PERP, TP53 Apoptosis Effector (PERP) Pseudogene","Pseudogene","3","GC03M191952","8.08378505706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000237653"
"ENSG00000288255","Caspase 1, Apoptosis-Related Cysteine Peptidase (Interleukin 1, Beta, Convertase) (CASP1) Pseudogene","Pseudogene","2","GC11M105055","8.08378505706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288255"
"ENSG00000259286","Cytokine Induced Apoptosis Inhibitor 1 (CIAPIN1)","Pseudogene","2","GC15P112465","8.08378505706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000259286"
"LOC100129725","PERP, TP53 Apoptosis Effector Pseudogene","Pseudogene","2","GC03M191951","8.08378505706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100129725"
"PDCD5","Programmed Cell Death 5","Protein Coding","38","GC19P032581","8.058518409729","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD5"
"TRAF1","TNF Receptor Associated Factor 1","Protein Coding","42","GC09M120902","8.02563858032227","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF1"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","51","GC03P012287","7.98224067687988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"APP","Amyloid Beta Precursor Protein","Protein Coding","50","GC21M025880","7.95450019836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"MIR21","MicroRNA 21","RNA Gene","25","GC17P059841","7.88416957855225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","51","GC09P130713","7.84113788604736","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"TNFRSF11B","TNF Receptor Superfamily Member 11b","Protein Coding","48","GC08M118923","7.81477546691895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF11B"
"CTNNB1","Catenin Beta 1","Protein Coding","52","GC03P041236","7.81198263168335","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"THAP1","THAP Domain Containing 1","Protein Coding","39","GC08M042836","7.80742835998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP1"
"FAF1","Fas Associated Factor 1","Protein Coding","42","GC01M050439","7.74692392349243","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAF1"
"HSPB1","Heat Shock Protein Family B (Small) Member 1","Protein Coding","50","GC07P076302","7.74265956878662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1"
"BCL10","BCL10 Immune Signaling Adaptor","Protein Coding","43","GC01M085265","7.73520469665527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL10"
"SEPTIN4","Septin 4","Protein Coding","30","GC17M058522","7.72095203399658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN4"
"AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","52","GC19M040230","7.68972539901733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"
"RB1","RB Transcriptional Corepressor 1","Protein Coding","46","GC13P048303","7.6687068939209","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","48","GC03M119821","7.64616537094116","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"CHUK","Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex","Protein Coding","50","GC10M100188","7.6209864616394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK"
"PTK2","Protein Tyrosine Kinase 2","Protein Coding","46","GC08M140657","7.56702613830566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2"
"MAP2K1","Mitogen-Activated Protein Kinase Kinase 1","Protein Coding","52","GC15P066386","7.56409072875977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K1"
"DAPK1","Death Associated Protein Kinase 1","Protein Coding","48","GC09P087497","7.56311655044556","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK1"
"IL1B","Interleukin 1 Beta","Protein Coding","46","GC02M112829","7.54490089416504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"RIPK2","Receptor Interacting Serine/Threonine Kinase 2","Protein Coding","45","GC08P089786","7.50476598739624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK2"
"CD40","CD40 Molecule","Protein Coding","47","GC20P046118","7.46007871627808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40"
"SYVN1","Synoviolin 1","Protein Coding","40","GC11M084659","7.45885276794434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYVN1"
"TNFRSF1B","TNF Receptor Superfamily Member 1B","Protein Coding","46","GC01P012167","7.4437837600708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","50","GC20P037344","7.42973756790161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"PML","PML Nuclear Body Scaffold","Protein Coding","45","GC15P073994","7.41767120361328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PML"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","50","GC11M002647","7.41488027572632","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"CHEK2","Checkpoint Kinase 2","Protein Coding","52","GC22M028687","7.40136528015137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"
"STK4","Serine/Threonine Kinase 4","Protein Coding","48","GC20P044966","7.38892793655396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"MAP3K1","Mitogen-Activated Protein Kinase Kinase Kinase 1","Protein Coding","48","GC05P056815","7.37666463851929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1"
"ENDOG","Endonuclease G","Protein Coding","42","GC09P128818","7.36883115768433","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENDOG"
"CD4","CD4 Molecule","Protein Coding","48","GC12P006786","7.35900211334229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","46","GC12P018790","7.3211932182312","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","52","GC03P179148","7.30074977874756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"NFE2L2","NFE2 Like BZIP Transcription Factor 2","Protein Coding","48","GC02M177227","7.29855728149414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","52","GC08P042271","7.28276062011719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB"
"IRF1","Interferon Regulatory Factor 1","Protein Coding","46","GC05M132440","7.24107313156128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1"
"RNF34","Ring Finger Protein 34","Protein Coding","39","GC12P121400","7.22606945037842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF34"
"BIRC8","Baculoviral IAP Repeat Containing 8","Pseudogene","31","GC19M053289","7.21631813049316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC8"
"PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","49","GC20M005114","7.19708442687988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA"
"NGF","Nerve Growth Factor","Protein Coding","49","GC01M115285","7.1837739944458","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF"
"TNFAIP3","TNF Alpha Induced Protein 3","Protein Coding","47","GC06P137866","7.11892795562744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP3"
"TXN","Thioredoxin","Protein Coding","45","GC09M110243","7.08610391616821","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN"
"BRCA1","BRCA1 DNA Repair Associated","Protein Coding","49","GC17M043044","7.07925033569336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA1"
"ESR1","Estrogen Receptor 1","Protein Coding","52","GC06P151656","7.07770538330078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","52","GC01M243488","7.06688976287842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"CAT","Catalase","Protein Coding","49","GC11P034460","7.03165817260742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","46","GC20P044885","7.0267219543457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"PAK2","P21 (RAC1) Activated Kinase 2","Protein Coding","45","GC03P196739","7.02614974975586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK2"
"HSPA4","Heat Shock Protein Family A (Hsp70) Member 4","Protein Coding","41","GC05P133051","6.98739385604858","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA4"
"HMOX1","Heme Oxygenase 1","Protein Coding","50","GC22P035380","6.86784076690674","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"KRT18","Keratin 18","Protein Coding","48","GC12P052948","6.85623741149902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"JAK2","Janus Kinase 2","Protein Coding","51","GC09P004985","6.84460306167603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"EGF","Epidermal Growth Factor","Protein Coding","50","GC04P109912","6.84265089035034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"PRPF8","Pre-MRNA Processing Factor 8","Protein Coding","41","GC17M001650","6.83334112167358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF8"
"MAP2K4","Mitogen-Activated Protein Kinase Kinase 4","Protein Coding","45","GC17P012020","6.82616853713989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K4"
"IL10","Interleukin 10","Protein Coding","46","GC01M206767","6.80988216400146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"HSP90AA1","Heat Shock Protein 90 Alpha Family Class A Member 1","Protein Coding","47","GC14M102080","6.79523754119873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AA1"
"IL3","Interleukin 3","Protein Coding","42","GC05P132060","6.78976821899414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"CCNB1","Cyclin B1","Protein Coding","45","GC05P069167","6.78137874603271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNB1"
"TERT","Telomerase Reverse Transcriptase","Protein Coding","50","GC05M001253","6.77606391906738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERT"
"TET2-AS1","TET2 Antisense RNA 1","RNA Gene","14","GC04M105171","6.74906063079834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TET2-AS1"
"NLRP1","NLR Family Pyrin Domain Containing 1","Protein Coding","43","GC17M005499","6.72739362716675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP1"
"MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","50","GC06M090513","6.72120189666748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7"
"BIRC6","Baculoviral IAP Repeat Containing 6","Protein Coding","41","GC02P032484","6.70575046539307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC6"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","50","GC14P075278","6.69478559494019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"PDCD6IP","Programmed Cell Death 6 Interacting Protein","Protein Coding","41","GC03P033798","6.66129064559937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6IP"
"STK17B","Serine/Threonine Kinase 17b","Protein Coding","41","GC02M196133","6.65897750854492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17B"
"IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","38","GC14P094104","6.65821504592896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27"
"IFNA1","Interferon Alpha 1","Protein Coding","40","GC09P021577","6.65284633636475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta","Protein Coding","45","GC02M009583","6.65250682830811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ"
"IL2RA","Interleukin 2 Receptor Subunit Alpha","Protein Coding","49","GC10M006010","6.65112209320068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA"
"PRKCA","Protein Kinase C Alpha","Protein Coding","49","GC17P066302","6.60898780822754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA"
"STK17A","Serine/Threonine Kinase 17a","Protein Coding","41","GC07P043582","6.57273769378662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK17A"
"NR4A1","Nuclear Receptor Subfamily 4 Group A Member 1","Protein Coding","46","GC12P052022","6.57060623168945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A1"
"NR3C1","Nuclear Receptor Subfamily 3 Group C Member 1","Protein Coding","49","GC05M143277","6.54093170166016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C1"
"AR","Androgen Receptor","Protein Coding","51","GC0XP067544","6.53600215911865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AR"
"STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","51","GC02M190908","6.52907991409302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1"
"SOD2","Superoxide Dismutase 2","Protein Coding","49","GC06M159669","6.49933099746704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"SOD1","Superoxide Dismutase 1","Protein Coding","50","GC21P031659","6.48979091644287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"ERBB2","Erb-B2 Receptor Tyrosine Kinase 2","Protein Coding","53","GC17P039687","6.48690986633301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2"
"BNIP3","BCL2 Interacting Protein 3","Protein Coding","41","GC10M131966","6.48635530471802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3"
"TNFRSF6B","TNF Receptor Superfamily Member 6b","Protein Coding","42","GC20P063696","6.45748996734619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B"
"FOXO1","Forkhead Box O1","Protein Coding","48","GC13M040555","6.42037105560303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1"
"ATG5","Autophagy Related 5","Protein Coding","43","GC06M106045","6.40653991699219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG5"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","48","GC11P006390","6.40541553497314","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"CCNA2","Cyclin A2","Protein Coding","44","GC04M121816","6.38050174713135","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNA2"
"CTSD","Cathepsin D","Protein Coding","50","GC11M001752","6.33715629577637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"RARA","Retinoic Acid Receptor Alpha","Protein Coding","48","GC17P040309","6.3146653175354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA"
"HDAC1","Histone Deacetylase 1","Protein Coding","48","GC01P032292","6.30331325531006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC1"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","48","GC17M027756","6.27239465713501","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"PRKN","Parkin RBR E3 Ubiquitin Protein Ligase","Protein Coding","38","GC06M161348","6.26961040496826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKN"
"TP63","Tumor Protein P63","Protein Coding","47","GC03P189598","6.24154806137085","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP63"
"IER3IP1","Immediate Early Response 3 Interacting Protein 1","Protein Coding","37","GC18M047152","6.22540378570557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IER3IP1"
"CASP12","Caspase 12 (Gene/Pseudogene)","Protein Coding","34","GC11M104885","6.22123003005981","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP12"
"ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","50","GC07M087504","6.212806224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1"
"HSPA1A","Heat Shock Protein Family A (Hsp70) Member 1A","Protein Coding","44","GC06P076883","6.21069669723511","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1A"
"TNFSF11","TNF Superfamily Member 11","Protein Coding","46","GC13P042562","6.20771455764771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF11"
"ATR","ATR Serine/Threonine Kinase","Protein Coding","51","GC03M142449","6.20503664016724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR"
"SP1","Sp1 Transcription Factor","Protein Coding","45","GC12P053380","6.19714403152466","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1"
"CDH1","Cadherin 1","Protein Coding","49","GC16P068737","6.19400596618652","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1"
"MADD","MAP Kinase Activating Death Domain","Protein Coding","43","GC11P047290","6.18022727966309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MADD"
"CDK4","Cyclin Dependent Kinase 4","Protein Coding","52","GC12M057743","6.17435646057129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK4"
"PRF1","Perforin 1","Protein Coding","45","GC10M070597","6.16416311264038","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRF1"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","48","GC17M002492","6.15709686279297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"SQSTM1","Sequestosome 1","Protein Coding","47","GC05P179806","6.14770650863647","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SQSTM1"
"PDCD4","Programmed Cell Death 4","Protein Coding","41","GC10P110871","6.14688539505005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD4"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","45","GC07M045912","6.14395093917847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"CSNK2A1","Casein Kinase 2 Alpha 1","Protein Coding","50","GC20M000472","6.12066030502319","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A1"
"DNM1L","Dynamin 1 Like","Protein Coding","46","GC12P032679","6.10862731933594","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"DAPK3","Death Associated Protein Kinase 3","Protein Coding","43","GC19M003958","6.06600761413574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAPK3"
"LGALS1","Galectin 1","Protein Coding","42","GC22P037675","6.05144214630127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"BDNF","Brain Derived Neurotrophic Factor","Protein Coding","46","GC11M027654","6.04831981658936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF"
"PDCD10","Programmed Cell Death 10","Protein Coding","42","GC03M167683","6.03678178787231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD10"
